iter	RMSE
304	0.0002101739073
305	0.0002100174838
306	0.0002099394075
307	0.0002097602164
308	0.0002095990287
309	0.0002095162795
310	0.0002094126655
311	0.000209205445
312	0.0002091115436
313	0.0002088887522
314	0.0002088213735
315	0.0002087403823
316	0.0002085236904
317	0.0002084281957
318	0.0002082987022
319	0.0002081113785
320	0.0002079988783
321	0.0002078671996
322	0.0002077215522
323	0.0002076092506
324	0.0002075269989
325	0.000207332818
326	0.0002071546557
327	0.0002069702417
328	0.0002068538654
329	0.000206718827
330	0.0002065575563
331	0.0002064738372
332	0.0002063055382
333	0.0002061415952
334	0.0002059614736
335	0.0002058207007
336	0.0002056046839
337	0.0002054960399
338	0.0002053704873
339	0.0002052515454
340	0.0002051216113
341	0.0002049650237
342	0.0002048484868
343	0.0002046975348
344	0.0002044592666
345	0.0002042520561
346	0.0002040753843
347	0.000203868713
348	0.0002037815261
349	0.000203535918
350	0.000203282379
351	0.0002031256213
352	0.0002029285278
353	0.0002027794058
354	0.0002025495791
355	0.0002023402703
356	0.0002022775589
357	0.0002021871932
358	0.0002020649493
359	0.0002020027284
360	0.0002018687328
361	0.0002017440062
362	0.0002016914353
363	0.0002015869211
364	0.0002014835091
365	0.0002013278274
366	0.0002011819962
367	0.0002010840747
368	0.0002009784284
369	0.000200867104
370	0.0002007736671
371	0.0002006342782
372	0.000200574661
373	0.0002003956651
374	0.0002002218678
375	0.0002000432083
376	0.0001999451439
377	0.0001996254602
378	0.000199468546
379	0.0001992882377
380	0.0001991590503
381	0.0001990069499
382	0.0001987865482
383	0.0001986064661
384	0.0001985207917
385	0.0001983672567
386	0.0001982672687
387	0.0001980555351
388	0.0001979140314
389	0.0001978130521
390	0.0001976487373
391	0.000197534894
392	0.000197426517
393	0.0001972827145
394	0.0001972229595
395	0.0001971270063
396	0.0001970369397
397	0.000196916753
398	0.0001967962606
399	0.0001967169948
400	0.0001965361991
401	0.0001963223416
402	0.0001962284081
403	0.0001960558072
404	0.0001959310948
405	0.0001957365772
406	0.0001955807066
407	0.0001954355251
408	0.000195324441
409	0.0001951956539
410	0.0001951282177
411	0.0001949672851
412	0.0001948181282
413	0.0001946611843
414	0.0001945485128
415	0.0001944940798
416	0.0001943243196
417	0.0001941993045
418	0.0001940743908
419	0.0001939177185
420	0.0001938174877
421	0.0001937326477
422	0.0001936030775
423	0.0001935479742
424	0.0001934436762
425	0.0001932528171
426	0.0001931289609
427	0.0001929755134
428	0.0001928800897
429	0.0001927179715
430	0.0001926031685
431	0.0001924171662
432	0.0001922919224
433	0.0001921792926
434	0.0001920873529
435	0.000191949711
436	0.000191832012
437	0.0001917329357
438	0.0001915981571
439	0.0001914936819
440	0.0001913701733
441	0.0001912015974
442	0.0001910669021
443	0.00019098458
444	0.0001908776529
445	0.0001907873832
446	0.0001906795679
447	0.000190556267
448	0.0001903898618
449	0.0001902602079
450	0.0001901403368
451	0.0001900289003
452	0.0001899225617
453	0.0001898032686
454	0.0001895734216
455	0.0001894534868
456	0.0001893889629
457	0.000189183877
458	0.0001890924157
459	0.0001890208072
460	0.0001889595408
461	0.0001888559045
462	0.0001887067381
463	0.0001885686491
464	0.0001884851211
465	0.0001884012868
466	0.0001882261874
467	0.0001881168536
468	0.0001880059152
469	0.0001879518882
470	0.000187860952
471	0.0001877242384
472	0.000187585664
473	0.0001874696112
474	0.0001873951
475	0.0001871819576
476	0.0001870575545
477	0.0001869581171
478	0.0001867923938
479	0.0001865832197
480	0.0001864667716
481	0.0001863762069
482	0.0001862197916
483	0.0001861269949
484	0.0001859605229
485	0.0001858487647
486	0.0001856816186
487	0.00018561343
488	0.0001855425636
489	0.0001853996059
490	0.0001853265843
491	0.0001852118454
492	0.0001851274631
493	0.0001850302268
494	0.0001849419771
495	0.00018488505
496	0.0001847348359
497	0.0001846063487
498	0.0001844694009
499	0.0001843877498
500	0.0001842536003
501	0.0001841679374
502	0.00018401241
503	0.0001838897129
504	0.0001837379344
505	0.0001836881885
506	0.0001835164116
507	0.0001833749784
508	0.0001831527654
509	0.0001830630145
510	0.0001829262958
511	0.0001828361149
512	0.0001827690082
513	0.0001825990105
514	0.0001824577009
515	0.000182387489
516	0.0001822312758
517	0.0001821008186
518	0.0001819858918
519	0.0001819305102
520	0.0001818089058
521	0.0001816362313
522	0.0001814969023
523	0.0001813141381
524	0.0001812141331
525	0.0001810960177
526	0.0001809992112
527	0.0001808918945
528	0.0001807882485
529	0.0001807306555
530	0.000180646658
531	0.0001804501817
532	0.000180334393
533	0.0001802384829
534	0.0001801739858
535	0.0001800252246
536	0.0001799663261
537	0.0001798211134
538	0.0001796867839
539	0.0001795516141
540	0.0001794548857
541	0.0001793461762
542	0.0001793126252
543	0.0001791976556
544	0.0001791281488
545	0.0001790320036
546	0.0001789348295
547	0.0001788200059
548	0.000178739079
549	0.0001787097189
550	0.0001786423948
551	0.0001785427593
552	0.0001783734895
553	0.0001782324283
554	0.0001781348381
555	0.00017801377
556	0.0001778853637
557	0.0001777891364
558	0.0001776973307
559	0.0001775056041
560	0.000177386758
561	0.0001773306006
562	0.0001772064654
563	0.0001770431325
564	0.0001769486307
565	0.0001768777475
566	0.0001767586128
567	0.0001766410671
568	0.0001765104576
569	0.0001763824487
570	0.00017619101
571	0.0001760033115
572	0.0001759357541
573	0.0001758319544
574	0.0001756223857
575	0.0001755411
576	0.0001754616536
577	0.0001753563709
578	0.0001751698937
579	0.0001749902487
580	0.0001749213747
581	0.0001748188478
582	0.0001747284522
583	0.0001746458568
584	0.0001745533399
585	0.0001744515319
586	0.0001743843784
587	0.0001742635644
588	0.0001741798769
589	0.0001740887078
590	0.0001739896204
591	0.0001738615632
592	0.0001737629702
593	0.0001736564676
594	0.0001735271703
595	0.0001734778947
596	0.0001733276951
597	0.0001732906813
598	0.000173237917
599	0.0001731449153
600	0.0001730230022
601	0.0001729152028
602	0.0001728616008
603	0.0001727038924
604	0.0001725977799
605	0.0001725123919
606	0.0001723970078
607	0.0001722669572
608	0.0001722310963
609	0.0001721597645
610	0.0001720469932
611	0.0001719078859
612	0.0001717608318
613	0.0001716451081
614	0.0001715469028
615	0.0001714439321
616	0.0001713255671
617	0.0001712716757
618	0.000171212406
619	0.0001711098307
620	0.0001709981994
621	0.000170895559
622	0.0001707770389
623	0.0001706728016
624	0.0001705818642
625	0.0001704650085
626	0.0001703593322
627	0.0001702455597
628	0.0001701272661
629	0.0001700414329
630	0.0001699526411
631	0.0001698577677
632	0.0001697888138
633	0.0001697112888
634	0.000169619796
635	0.0001694801408
636	0.0001694378256
637	0.0001692970233
638	0.0001691314908
639	0.0001690525002
640	0.0001689679676
641	0.0001688893843
642	0.0001687607193
643	0.0001686182784
644	0.0001685285689
645	0.0001684224696
646	0.0001683589331
647	0.0001682868849
648	0.0001682550586
649	0.0001681176419
650	0.0001680505901
651	0.0001679025163
652	0.0001678106462
653	0.0001677112205
654	0.0001676120157
655	0.0001675272305
656	0.0001674552383
657	0.0001673929446
658	0.0001672915853
659	0.0001671904101
660	0.0001670999466
661	0.0001670156272
662	0.0001668644607
663	0.0001667370212
664	0.0001666708721
665	0.0001665783784
666	0.0001664656992
667	0.0001663788039
668	0.0001663175203
669	0.0001662451542
670	0.0001661198837
671	0.0001660272993
672	0.0001659408467
673	0.0001658362534
674	0.0001657548297
675	0.0001656773037
676	0.0001656109076
677	0.0001655511045
678	0.0001654527416
679	0.0001652949593
680	0.0001651559404
681	0.0001650698904
682	0.0001649639903
683	0.0001648431922
684	0.000164703043
685	0.0001646021098
686	0.0001644369713
687	0.0001643837797
688	0.0001643018548
689	0.0001642504421
690	0.0001641657114
691	0.0001641275413
692	0.0001639943787
693	0.0001639326305
694	0.0001637720555
695	0.0001637020686
696	0.0001636084591
697	0.0001635135144
698	0.0001634190681
699	0.0001633410896
700	0.0001632448648
701	0.0001631562927
702	0.0001630606089
703	0.0001629339694
704	0.0001628376249
705	0.0001627778474
706	0.0001626311745
707	0.0001625855829
708	0.0001624214931
709	0.0001623146427
710	0.0001621913068
711	0.00016215088
712	0.0001621018027
713	0.0001619671713
714	0.0001618877792
715	0.0001617916205
716	0.0001616733219
717	0.0001615862733
718	0.0001614743868
719	0.0001613807299
720	0.0001613425639
721	0.0001612672426
722	0.0001611484138
723	0.0001610901773
724	0.0001609775163
725	0.0001609259072
726	0.0001608499094
727	0.0001607467077
728	0.0001606798619
729	0.0001605740909
730	0.0001604179025
731	0.0001602638719
732	0.0001602097909
733	0.0001601424013
734	0.0001600236643
735	0.0001599680936
736	0.0001598859919
737	0.0001597775174
738	0.0001596664037
739	0.0001595541854
740	0.0001594835128
741	0.0001593929011
742	0.000159306744
743	0.0001592154657
744	0.0001591198206
745	0.0001590174599
746	0.000158951383
747	0.0001588917997
748	0.0001588326979
749	0.0001587280548
750	0.0001586867807
751	0.0001585839211
752	0.0001584619499
753	0.0001583433952
754	0.0001582865554
755	0.0001582285981
756	0.0001581324769
757	0.0001580933015
758	0.0001579985233
759	0.0001578946449
760	0.0001578092526
761	0.0001576716433
762	0.0001575909766
763	0.0001575049229
764	0.0001574132682
765	0.0001573385334
766	0.0001572749781
767	0.000157184917
768	0.0001571298283
769	0.0001569785264
770	0.0001568645588
771	0.0001567938082
772	0.0001567351638
773	0.0001566734607
774	0.0001565542325
775	0.0001564464834
776	0.0001563490769
777	0.0001563190439
778	0.0001561951703
779	0.0001561009208
780	0.0001560597764
781	0.0001559380914
782	0.0001559003876
783	0.0001558077526
784	0.0001556855647
785	0.0001555928255
786	0.0001555065876
787	0.0001554231862
788	0.0001553687122
789	0.000155347887
790	0.0001553169872
791	0.0001552403591
792	0.00015519473
793	0.0001551163449
794	0.0001549993121
795	0.0001549186408
796	0.0001548272069
797	0.000154702154
798	0.0001545572149
799	0.0001545162577
800	0.0001544319971
801	0.0001543555959
802	0.0001542763366
803	0.0001542050818
804	0.0001541396691
805	0.000154059258
806	0.0001539929013
807	0.0001538690218
808	0.0001537759326
809	0.0001536473359
810	0.0001536179635
811	0.0001535578284
812	0.0001534892794
813	0.0001534084311
814	0.0001533434985
815	0.0001533024642
816	0.0001532608327
817	0.0001531292621
818	0.0001530390126
819	0.0001529457857
820	0.0001529132646
821	0.0001528273749
822	0.0001526940451
823	0.0001526141873
824	0.0001525213128
825	0.0001524748373
826	0.0001523652909
827	0.0001522871575
828	0.0001521485938
829	0.0001520858436
830	0.0001519922215
831	0.0001519287069
832	0.0001518845075
833	0.0001518060201
834	0.0001517025657
835	0.000151644341
836	0.0001515611581
837	0.0001515047655
838	0.0001513470858
839	0.0001512816358
840	0.0001511788194
841	0.000151078084
842	0.0001509613666
843	0.0001508859514
844	0.000150857658
845	0.0001507687927
846	0.0001507054721
847	0.0001506216161
848	0.0001505515269
849	0.0001504695335
850	0.0001504139923
851	0.0001503186601
852	0.0001502859609
853	0.0001501930382
854	0.0001500606403
855	0.0001499140192
856	0.0001498296232
857	0.0001497056021
858	0.0001496251251
859	0.000149516439
860	0.0001494222997
861	0.000149362896
862	0.0001492837341
863	0.0001492137027
864	0.0001491483948
865	0.0001490979976
866	0.0001489993162
867	0.0001489012139
868	0.0001488167342
869	0.0001486906108
870	0.0001485937306
871	0.000148527347
872	0.0001484614614
873	0.0001483924553
874	0.0001482777808
875	0.0001482045683
876	0.0001481062133
877	0.0001480171312
878	0.0001479903901
879	0.0001479496342
880	0.0001478761349
881	0.0001477782321
882	0.0001476876633
883	0.0001475448843
884	0.0001474613891
885	0.0001473903708
886	0.0001473115763
887	0.0001472623673
888	0.0001471922736
889	0.0001471165644
890	0.0001470384158
891	0.000146960988
892	0.0001468346195
893	0.0001467406333
894	0.0001466314803
895	0.0001465220541
896	0.0001464542686
897	0.0001463713762
898	0.0001463036935
899	0.0001462054953
900	0.0001461466352
901	0.0001460660469
902	0.0001459954823
903	0.0001459417727
904	0.000145917576
905	0.0001458982528
906	0.0001458468695
907	0.0001457367284
908	0.000145652978
909	0.0001455738002
910	0.0001455184146
911	0.0001454377311
912	0.000145332948
913	0.000145244431
914	0.0001451761609
915	0.0001450552942
916	0.0001449520809
917	0.0001449000272
918	0.0001448236422
919	0.0001447737999
920	0.0001446961067
921	0.0001446138749
922	0.0001445277261
923	0.0001444227104
924	0.0001443445945
925	0.0001442503058
926	0.0001441657661
927	0.0001440893241
928	0.0001440481914
929	0.0001439316849
930	0.0001437800884
931	0.0001437303295
932	0.000143647823
933	0.0001436161524
934	0.000143517464
935	0.0001434253171
936	0.0001433581224
937	0.0001432578427
938	0.0001431475864
939	0.0001430287151
940	0.0001429727161
941	0.0001428979401
942	0.0001428758066
943	0.0001428013729
944	0.0001427567091
945	0.0001427051594
946	0.0001426330765
947	0.0001425046297
948	0.0001424369212
949	0.0001423653258
950	0.0001422870957
951	0.0001421953509
952	0.0001421556335
953	0.0001421042101
954	0.0001420285502
955	0.0001418536609
956	0.0001417615395
957	0.0001417301774
958	0.0001416673626
959	0.0001415921391
960	0.000141482762
961	0.0001413977585
962	0.0001413060287
963	0.0001412584604
964	0.0001411744598
965	0.0001411066723
966	0.0001409814365
967	0.0001409267887
968	0.0001407770386
969	0.0001406869875
970	0.000140581453
971	0.00014050622
972	0.0001404062574
973	0.0001403053349
974	0.0001402265821
975	0.0001401912246
976	0.000140128165
977	0.0001400208184
978	0.0001399774149
979	0.000139876478
980	0.0001398036797
981	0.0001397479355
982	0.0001396697289
983	0.0001395945318
984	0.0001395205278
985	0.0001394880323
986	0.0001393865458
987	0.0001393075531
988	0.0001392638807
989	0.0001391642826
990	0.0001390813263
991	0.0001390305158
992	0.0001388809039
993	0.0001388445197
994	0.0001387225333
995	0.0001386348749
996	0.0001385419043
997	0.0001384842309
998	0.0001384077354
999	0.0001383469794
